"","company","region","seniority","job_category","gender","ethnicity","count","inflow","outflow","salary","year"
"473","Apple","Southern America",2,"Engineer","male","multiple",31.750141,0.008125,0.009005,539891.602418103,"2020"
"474","Apple","Southern America",4,"Marketing","male","white",12.380867,0.00547499999999999,0.003331,292863.209027523,"2020"
"475","The Home Depot","Sub-Saharan Africa",2,"empty","female","white",0.004,0,0,276.406602230623,"2020"
"476","Bristol Myers Squibb Co.","Western Europe",3,"Sales","male","white",73.623536,1.240059,2.616123,6133496.51136697,"2020"
"477","Bristol Myers Squibb Co.","Northern America",5,"Admin","female","api",6.714294,0.026523,0.018592,844028.880018674,"2020"
"478","Accenture Plc","Eastern Asia",3,"Marketing","male","black",1.731176,0.01472,0.003542,79388.6086174751,"2020"
"479","Apple","Eastern Europe",1,"Marketing","male","hispanic",0.372116,0.002921,0.000756,11200.8059998088,"2020"
"480","The Home Depot","Arab States",2,"Admin","male","multiple",0.06,0,0,3480.74207551035,"2020"
"481","Accenture Plc","Eastern Asia",2,"empty","male","hispanic",0.100191,0,0,1074.23623209915,"2020"
"482","Accenture Plc","Southern America",2,"Finance","male","native",2.079739,0.022048,0.035467,29909.8778423761,"2020"
"483","Accenture Plc","Eastern Asia",1,"Finance","female","white",3.988749,0.098513,0.221282,140093.758850946,"2020"
"484","Accenture Plc","Northern Africa",5,"Engineer","male","black",1.645319,0.000518,0.00023599999999999,32626.2990113779,"2020"
"485","Apple","Southern Europe",2,"Admin","female","black",4.664372,0.01813,0.001286,251598.910446888,"2020"
"486","Bristol Myers Squibb Co.","Eastern Europe",4,"Operations","male","black",0.004791,0,0,264.121314532418,"2020"
"487","Apple","Pacific Islands",5,"Scientist","male","multiple",0.00404,0,0.00404,389.130016004466,"2020"
"488","The Goldman Sachs Group","Pacific Islands",3,"Scientist","male","api",0.018778,0,0,1615.15296109885,"2020"
"489","Databricks","Western Europe",4,"Sales","male","native",0.001101,1e-06,1e-06,83.2729579841255,"2020"
"490","Databricks","Northern America",5,"Admin","male","black",0.383358,0.00020799999999999,0.185815,42646.4312803724,"2020"
"491","Apple","Northern Africa",4,"Finance","male","black",1.084967,0.00077399999999999,0.00021599999999999,14768.9104257253,"2020"
"492","Bristol Myers Squibb Co.","Southern Asia",5,"Scientist","female","hispanic",0.035754,7e-06,6e-06,797.084988465627,"2020"
"493","Accenture Plc","Eastern Europe",2,"Admin","female","native",2.159603,0.025487,0.022693,73440.5292280059,"2020"
"494","Bristol Myers Squibb Co.","Southern Asia",5,"Admin","male","white",0,0,0,NA,"2020"
"495","The Home Depot",NA,1,"Finance","male","white",19.887351,0.00367499999999999,0.792484,593381.262788483,"2020"
"496","Accenture Plc","Sub-Saharan Africa",3,"empty","male","api",1.059144,0.064973,0.000135,60721.7101810444,"2020"
"497","Databricks","Northern America",6,"Operations","female","api",0,0,0,NA,"2020"
"498","Apple","Northern Africa",6,"Admin","male","black",0.006,0,0,377.549279492257,"2020"
"499","Accenture Plc","Eastern Europe",1,"Marketing","female","hispanic",2.888749,0.000782,0.013674,75927.9829188668,"2020"
"500","Bristol Myers Squibb Co.",NA,5,"Engineer","male","api",11.104068,1.725802,0.518929,848754.317875462,"2020"
